tick,hand_id,phase,grasp_state,vessel_proximity,ring_tension,support_polygon_margin,balance_state,tip_force_scalar,bimanual_cumulative_force,estop_state,collision_state,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6,q_arm_7,finger_force_1,finger_force_2,finger_force_3,finger_force_4,finger_force_5,ee_pos_x,ee_pos_y,ee_pos_z
120,L,1,tripod,8.556,0.0,41.982,stable,3.0065,6.013,armed,clear,0.00516,0.10887,0.20342,0.30393,0.40561,0.50024,0.60825,0.5676,0.5008,0.5848,0.6949,0.6584,15.738,-28.202,-40.99
120,R,1,tripod,9.426,0.0,40.691,stable,3.0944,6.1888,armed,clear,0.00859,0.10596,0.20944,0.30266,0.40779,0.50337,0.60003,0.6715,0.4886,0.6253,0.6446,0.6644,16.937,-28.142,-40.534
121,L,1,tripod,9.997,0.0,41.232,stable,2.9237,5.8474,armed,clear,0.00449,0.10595,0.20977,0.30745,0.40768,0.50191,0.60578,0.579,0.5808,0.6546,0.6897,0.4196,15.612,-28.193,-40.994
121,R,1,tripod,6.05,0.0,39.433,stable,2.8713,5.7426,armed,clear,0.00024,0.10075,0.20228,0.30991,0.40308,0.50173,0.60417,0.6287,0.4478,0.6383,0.6649,0.4916,15.997,-29.071,-40.245
122,L,1,tripod,7.175,0.0,40.617,stable,2.543,5.086,armed,clear,0.00419,0.10113,0.20231,0.30077,0.40838,0.50662,0.60277,0.4979,0.402,0.435,0.6211,0.587,15.455,-28.941,-41.513
122,R,1,tripod,7.302,0.0,42.977,stable,2.6436,5.2872,armed,clear,0.00371,0.10485,0.2081,0.30385,0.40671,0.50238,0.60226,0.5511,0.4715,0.5021,0.5852,0.5337,15.285,-29.716,-40.284
123,L,1,tripod,6.672,0.0,41.806,stable,2.906,5.812,armed,clear,0.00038,0.10068,0.20292,0.30123,0.40145,0.50359,0.60279,0.6894,0.5208,0.492,0.537,0.6668,15.157,-28.557,-40.86
123,R,1,tripod,6.659,0.0,42.085,stable,2.9955,5.991,armed,clear,9e-05,0.10269,0.20856,0.30516,0.40463,0.50722,0.60146,0.6395,0.5266,0.5666,0.6059,0.6569,15.346,-28.242,-40.75
124,L,1,tripod,8.633,0.0,42.422,stable,2.8338,5.6676,armed,clear,0.00457,0.1076,0.20062,0.30015,0.40864,0.50362,0.60826,0.4949,0.6962,0.5403,0.5663,0.5361,15.343,-29.865,-41.844
124,R,1,tripod,8.435,0.0,38.339,stable,2.5209,5.0418,armed,clear,0.00556,0.10581,0.20771,0.30156,0.40668,0.50237,0.60413,0.4828,0.5288,0.4193,0.5565,0.5335,16.328,-28.564,-40.407
125,L,1,tripod,8.986,0.0,41.533,stable,2.8482,5.6964,armed,clear,0.0037,0.10532,0.20581,0.30108,0.40982,0.5048,0.60211,0.6365,0.6473,0.406,0.4636,0.6948,15.053,-29.895,-41.682
125,R,1,tripod,7.812,0.0,39.959,stable,2.6569,5.3138,armed,clear,0.00626,0.1088,0.20081,0.30533,0.40853,0.50424,0.60644,0.4336,0.417,0.5398,0.6734,0.5931,15.653,-29.517,-40.927
126,L,1,tripod,7.521,0.0,39.291,stable,2.4382,4.8764,armed,clear,0.00359,0.1052,0.20905,0.30289,0.4099,0.50559,0.6095,0.55,0.4993,0.4187,0.4662,0.504,15.914,-28.732,-41.528
126,R,1,tripod,7.022,0.0,42.16,stable,2.7992,5.5984,armed,clear,0.00133,0.10018,0.20867,0.30594,0.40417,0.50205,0.60644,0.5895,0.4585,0.6721,0.4687,0.6104,15.123,-28.15,-41.815
127,L,1,tripod,6.916,0.0,40.43,stable,2.9609,5.9218,armed,clear,0.00398,0.10203,0.20423,0.30114,0.40677,0.50365,0.60824,0.6309,0.5146,0.5211,0.6538,0.6405,16.044,-28.84,-41.556
127,R,1,tripod,7.04,0.0,38.385,stable,2.8048,5.6096,armed,clear,0.00798,0.1052,0.20841,0.30238,0.40566,0.50513,0.60613,0.4425,0.5363,0.5196,0.6264,0.68,15.127,-29.242,-40.942
128,L,1,tripod,7.022,0.0,41.452,stable,2.7229,5.4458,armed,clear,0.00149,0.10186,0.20782,0.30419,0.40439,0.50226,0.60521,0.4914,0.5561,0.5429,0.5408,0.5917,15.022,-28.74,-40.692
128,R,1,tripod,6.211,0.0,41.909,stable,3.0029,6.0058,armed,clear,0.00901,0.10582,0.2005,0.3053,0.40062,0.50945,0.60163,0.6689,0.6426,0.518,0.5265,0.6469,16.753,-29.331,-41.283
129,L,1,tripod,8.801,0.0,42.819,stable,2.5067,5.0134,armed,clear,0.00988,0.10226,0.20936,0.30668,0.40599,0.50641,0.60015,0.5871,0.5048,0.4984,0.443,0.4734,15.792,-28.831,-41.144
129,R,1,tripod,7.947,0.0,39.621,stable,2.7024,5.4048,armed,clear,0.00389,0.10381,0.20823,0.30228,0.40253,0.50297,0.60965,0.5922,0.4522,0.4917,0.5126,0.6537,16.41,-29.805,-41.776
130,L,1,tripod,9.274,0.0,39.934,stable,2.7067,5.4134,armed,clear,0.00229,0.10215,0.20149,0.30358,0.40648,0.50556,0.60677,0.6079,0.6343,0.4763,0.5091,0.4791,16.13,-28.713,-41.206
130,R,1,tripod,6.974,0.0,38.722,stable,3.1042,6.2084,armed,clear,0.00695,0.1025,0.20738,0.30293,0.40073,0.50661,0.60272,0.5944,0.6789,0.5004,0.6794,0.6511,16.31,-29.171,-40.413
131,L,1,tripod,9.428,0.0,41.87,stable,2.6446,5.2892,armed,clear,0.00779,0.10128,0.2053,0.30132,0.4088,0.50112,0.60451,0.6074,0.4286,0.4892,0.5684,0.551,15.225,-28.049,-40.649
131,R,1,tripod,9.753,0.0,42.59,stable,3.1255,6.251,armed,clear,0.00435,0.10163,0.20508,0.30494,0.40684,0.50352,0.60423,0.697,0.6637,0.6466,0.5126,0.6056,15.479,-28.699,-41.18
132,L,1,tripod,9.508,0.0,40.54,stable,2.7997,5.5994,armed,clear,0.00781,0.10957,0.20613,0.30129,0.40026,0.50183,0.60903,0.5989,0.5,0.4602,0.6392,0.6014,15.299,-29.037,-40.327
132,R,1,tripod,6.257,0.0,38.227,stable,2.6929,5.3858,armed,clear,7e-05,0.10216,0.20655,0.30126,0.4078,0.50126,0.60485,0.49,0.5799,0.5536,0.646,0.4234,15.161,-28.837,-41.067
133,L,1,tripod,9.31,0.0,41.509,stable,2.6536,5.3072,armed,clear,0.00051,0.10449,0.20572,0.30545,0.40228,0.50002,0.60658,0.5859,0.6188,0.4125,0.5535,0.4829,15.608,-29.57,-41.607
133,R,1,tripod,9.761,0.0,39.921,stable,2.638,5.276,armed,clear,0.00735,0.10886,0.20436,0.30564,0.40965,0.5012,0.60043,0.5575,0.4211,0.6303,0.4916,0.5375,16.754,-29.962,-41.118
134,L,1,tripod,8.599,0.0,39.386,stable,2.713,5.426,armed,clear,0.00909,0.10565,0.2045,0.30065,0.40998,0.50042,0.60567,0.4008,0.5506,0.6836,0.5747,0.5033,15.56,-28.617,-41.859
134,R,1,tripod,8.81,0.0,39.693,stable,2.5782,5.1564,armed,clear,0.00747,0.10242,0.20442,0.30639,0.40138,0.50385,0.6083,0.5916,0.6226,0.4312,0.5251,0.4077,15.716,-28.714,-40.506
135,L,1,tripod,7.378,0.0,41.447,stable,2.7133,5.4266,armed,clear,0.00261,0.10977,0.20787,0.30805,0.40128,0.50429,0.60498,0.6903,0.6549,0.4431,0.4387,0.4863,15.383,-28.1,-40.428
135,R,1,tripod,9.397,0.0,41.784,stable,2.8536,5.7072,armed,clear,0.00699,0.10711,0.20452,0.30461,0.40709,0.50547,0.60456,0.546,0.5482,0.5595,0.6628,0.5371,16.82,-29.228,-41.763
136,L,1,tripod,7.664,0.0,42.962,stable,2.7708,5.5416,armed,clear,0.00483,0.10729,0.20573,0.30244,0.40337,0.50764,0.60072,0.4542,0.5514,0.5365,0.6354,0.5933,15.45,-29.981,-41.221
136,R,1,tripod,8.6,0.0,39.723,stable,2.836,5.672,armed,clear,0.00445,0.10477,0.2047,0.30428,0.40067,0.50639,0.6092,0.4806,0.4977,0.5377,0.656,0.664,16.537,-28.415,-41.057
137,L,1,tripod,6.227,0.0,39.973,stable,2.5055,5.011,armed,clear,0.00697,0.10682,0.2021,0.30311,0.40956,0.50641,0.60385,0.471,0.427,0.4822,0.6868,0.4385,16.705,-28.364,-41.653
137,R,1,tripod,9.304,0.0,38.999,stable,3.0323,6.0646,armed,clear,0.00949,0.10005,0.20337,0.30024,0.40337,0.5073,0.60987,0.5253,0.6839,0.5279,0.6859,0.6093,15.726,-28.148,-40.833
138,L,1,tripod,7.405,0.0,42.124,stable,2.8739,5.7478,armed,clear,0.00099,0.103,0.20764,0.30529,0.40091,0.5013,0.60808,0.4934,0.5793,0.6606,0.5378,0.6028,15.057,-29.89,-40.333
138,R,1,tripod,9.561,0.0,38.34,stable,2.968,5.936,armed,clear,0.00821,0.10684,0.2023,0.30336,0.40375,0.50148,0.60079,0.6788,0.5041,0.6291,0.5856,0.5704,16.389,-29.959,-41.071
139,L,1,tripod,6.11,0.0,40.4,stable,2.9564,5.9128,armed,clear,0.00399,0.10605,0.2089,0.3072,0.40298,0.50015,0.60661,0.6939,0.6021,0.5372,0.5658,0.5574,16.101,-29.543,-41.206
139,R,1,tripod,6.188,0.0,42.018,stable,2.5615,5.123,armed,clear,0.00412,0.10818,0.20069,0.30085,0.4098,0.5006,0.60861,0.4084,0.4538,0.6792,0.4615,0.5586,16.863,-28.35,-40.154
140,L,1,tripod,7.451,0.0,39.311,stable,3.0138,6.0276,armed,clear,0.00985,0.10343,0.20714,0.30164,0.40968,0.50576,0.60448,0.602,0.6858,0.6205,0.669,0.4365,15.317,-28.478,-41.621
140,R,1,tripod,9.58,0.0,40.751,stable,2.8933,5.7866,armed,clear,0.00611,0.10314,0.20508,0.30184,0.4049,0.50583,0.60253,0.5559,0.6391,0.6306,0.5585,0.5092,16.217,-29.556,-40.267
141,L,1,tripod,8.207,0.0,42.42,stable,2.4082,4.8164,armed,clear,0.00088,0.10083,0.20278,0.30133,0.40757,0.50284,0.60637,0.4101,0.6111,0.5013,0.4758,0.4099,16.671,-28.915,-41.842
141,R,1,tripod,9.853,0.0,40.881,stable,2.7369,5.4738,armed,clear,0.00266,0.10628,0.20103,0.30321,0.40493,0.50058,0.60091,0.4195,0.5374,0.6755,0.5,0.6045,15.275,-29.845,-40.042
142,L,1,tripod,8.779,0.0,39.25,stable,2.9659,5.9318,armed,clear,0.00174,0.10956,0.20208,0.30421,0.40161,0.50919,0.60943,0.6085,0.6222,0.4975,0.6402,0.5975,16.942,-29.376,-41.964
142,R,1,tripod,9.415,0.0,39.831,stable,2.6085,5.217,armed,clear,0.00276,0.1073,0.2053,0.30706,0.40362,0.50681,0.60567,0.4234,0.655,0.4766,0.5966,0.4569,15.336,-29.062,-40.122
143,L,1,tripod,8.07,0.0,38.133,stable,2.7117,5.4234,armed,clear,0.00911,0.10316,0.20835,0.30274,0.40428,0.50464,0.60221,0.5439,0.5523,0.4052,0.6548,0.5555,15.61,-29.29,-41.883
143,R,1,tripod,9.673,0.0,41.409,stable,2.9874,5.9748,armed,clear,0.00657,0.10171,0.20081,0.30379,0.40812,0.5043,0.60864,0.6857,0.6415,0.6049,0.5578,0.4975,16.307,-28.642,-41.834
144,L,1,tripod,6.821,0.0,41.706,stable,2.7838,5.5676,armed,clear,0.00321,0.1052,0.20552,0.30914,0.40093,0.50484,0.6009,0.4118,0.6407,0.5415,0.5597,0.6301,15.698,-28.854,-41.764
144,R,1,tripod,6.355,0.0,40.576,stable,2.3542,4.7084,armed,clear,0.00554,0.10241,0.20906,0.30151,0.4087,0.50433,0.6021,0.6192,0.4253,0.4111,0.4192,0.4794,16.266,-29.729,-41.312
145,L,1,tripod,7.193,0.0,39.26,stable,2.6309,5.2618,armed,clear,0.00941,0.1013,0.20028,0.30879,0.40119,0.50213,0.60302,0.526,0.55,0.6569,0.4111,0.4869,15.221,-29.892,-40.915
145,R,1,tripod,8.771,0.0,42.66,stable,2.467,4.934,armed,clear,0.00712,0.10351,0.20754,0.30544,0.40923,0.50546,0.60314,0.4762,0.4799,0.5203,0.4535,0.5371,15.324,-29.814,-41.559
146,L,1,tripod,6.264,0.0,42.306,stable,2.7551,5.5102,armed,clear,0.00757,0.10426,0.20173,0.30332,0.40312,0.50442,0.60214,0.6147,0.4908,0.4173,0.6415,0.5908,15.485,-29.043,-40.037
146,R,1,tripod,6.543,0.0,41.17,stable,2.802,5.604,armed,clear,0.00592,0.10153,0.20236,0.30064,0.40162,0.50739,0.60921,0.5106,0.5865,0.5277,0.5493,0.6279,16.019,-28.983,-41.997
147,L,1,tripod,7.955,0.0,39.805,stable,2.7345,5.469,armed,clear,0.00384,0.1045,0.20642,0.30522,0.40333,0.50109,0.60812,0.5395,0.4809,0.6691,0.5642,0.4808,15.637,-28.989,-40.101
147,R,1,tripod,9.484,0.0,39.818,stable,2.5422,5.0844,armed,clear,0.00346,0.10386,0.20277,0.30753,0.40508,0.50794,0.60014,0.4328,0.5592,0.4306,0.4979,0.6217,16.574,-28.572,-40.285
148,L,1,tripod,6.801,0.0,39.393,stable,2.6108,5.2216,armed,clear,0.00168,0.10935,0.20775,0.30222,0.40851,0.50606,0.60935,0.4745,0.4385,0.579,0.4425,0.6763,16.163,-28.268,-41.544
148,R,1,tripod,7.323,0.0,41.205,stable,2.7908,5.5816,armed,clear,0.00975,0.10918,0.2044,0.30927,0.40028,0.50526,0.60981,0.5647,0.5228,0.5264,0.4834,0.6935,16.23,-29.443,-41.843
149,L,1,tripod,7.42,0.0,41.535,stable,2.9991,5.9982,armed,clear,0.00921,0.10203,0.20322,0.30294,0.4074,0.5041,0.6074,0.5741,0.6882,0.4871,0.6044,0.6453,16.718,-29.333,-41.486
149,R,1,tripod,8.563,0.0,40.693,stable,2.8186,5.6372,armed,clear,0.00128,0.10126,0.20862,0.30563,0.40896,0.50832,0.60906,0.4464,0.4951,0.6379,0.6554,0.5838,15.532,-28.642,-41.58
150,L,1,tripod,8.983,0.0,39.519,stable,2.6845,5.369,armed,clear,0.00411,0.10684,0.20916,0.30764,0.40186,0.50016,0.60598,0.4084,0.466,0.6389,0.6774,0.4938,15.576,-29.483,-41.568
150,R,1,tripod,7.765,0.0,39.733,stable,2.6426,5.2852,armed,clear,0.00725,0.10579,0.20927,0.30515,0.40059,0.50186,0.60672,0.5267,0.5851,0.4665,0.4902,0.5741,16.551,-28.796,-41.874
151,L,1,tripod,7.938,0.0,38.782,stable,2.8225,5.645,armed,clear,0.00428,0.1021,0.20432,0.30124,0.40038,0.5009,0.60244,0.6976,0.5239,0.6217,0.4839,0.4954,16.269,-29.013,-40.146
151,R,1,tripod,8.324,0.0,41.547,stable,2.6608,5.3216,armed,clear,0.00663,0.10971,0.2045,0.3,0.40983,0.50801,0.60626,0.4077,0.4154,0.6379,0.6305,0.5693,15.396,-29.739,-41.638
152,L,1,tripod,7.275,0.0,41.425,stable,2.7099,5.4198,armed,clear,0.00724,0.10313,0.20199,0.30941,0.40242,0.50164,0.60543,0.4963,0.5081,0.4825,0.5567,0.6663,15.248,-28.407,-40.288
152,R,1,tripod,6.63,0.0,40.436,stable,3.1559,6.3118,armed,clear,0.00957,0.10904,0.20459,0.3029,0.40437,0.50366,0.60213,0.5813,0.5602,0.6754,0.6538,0.6852,15.531,-29.652,-41.535
153,L,1,tripod,6.292,0.0,41.627,stable,2.6018,5.2036,armed,clear,0.00925,0.10228,0.20336,0.30383,0.4078,0.50277,0.60943,0.5645,0.5018,0.4784,0.4854,0.5717,15.189,-28.134,-40.855
153,R,1,tripod,6.573,0.0,38.924,stable,2.34,4.68,armed,clear,0.00548,0.10845,0.20897,0.30485,0.40063,0.50365,0.60415,0.4689,0.5051,0.442,0.4975,0.4265,16.49,-28.808,-40.515
154,L,1,tripod,7.976,0.0,42.516,stable,2.4959,4.9918,armed,clear,0.00671,0.10477,0.20824,0.30193,0.4068,0.50719,0.60827,0.4244,0.4452,0.4668,0.6193,0.5402,15.892,-28.449,-40.877
154,R,1,tripod,9.869,0.0,42.331,stable,2.7908,5.5816,armed,clear,0.00341,0.10519,0.20932,0.30461,0.40912,0.50813,0.60294,0.5899,0.6043,0.4324,0.5286,0.6356,15.887,-29.673,-40.576
155,L,1,tripod,6.487,0.0,40.967,stable,2.5027,5.0054,armed,clear,0.00131,0.10644,0.20257,0.30778,0.40371,0.50455,0.60405,0.4822,0.5685,0.43,0.6041,0.4179,15.996,-28.572,-40.615
155,R,1,tripod,9.035,0.0,42.487,stable,2.7741,5.5482,armed,clear,0.00147,0.10912,0.2065,0.30518,0.40058,0.50203,0.60766,0.4144,0.6509,0.4657,0.6664,0.5767,15.752,-28.104,-40.656
156,L,1,tripod,7.445,0.0,40.806,stable,2.9635,5.927,armed,clear,0.00898,0.10964,0.20926,0.30946,0.40015,0.50948,0.60292,0.6604,0.6703,0.4829,0.6364,0.5135,16.772,-29.933,-41.862
156,R,1,tripod,7.627,0.0,41.391,stable,2.5183,5.0366,armed,clear,0.00604,0.10703,0.20067,0.30139,0.40352,0.50416,0.60316,0.4975,0.4362,0.6713,0.4837,0.4296,16.301,-28.197,-40.889
157,L,1,tripod,9.078,0.0,42.382,stable,2.6483,5.2966,armed,clear,0.00905,0.10627,0.20741,0.30755,0.40009,0.50629,0.60419,0.5766,0.6704,0.4532,0.4056,0.5425,16.977,-29.466,-41.293
157,R,1,tripod,6.524,0.0,38.899,stable,2.8681,5.7362,armed,clear,0.00378,0.10778,0.20497,0.30628,0.40685,0.5013,0.60045,0.5905,0.4354,0.62,0.6951,0.5271,15.489,-28.286,-40.548
158,L,1,tripod,6.974,0.0,38.927,stable,2.7195,5.439,armed,clear,0.00779,0.10267,0.20738,0.30505,0.40208,0.50931,0.60692,0.5685,0.5891,0.5172,0.6286,0.4161,16.379,-29.126,-40.876
158,R,1,tripod,9.743,0.0,39.853,stable,2.579,5.158,armed,clear,0.00643,0.10536,0.20028,0.30533,0.40632,0.50607,0.60452,0.5784,0.4255,0.6135,0.4472,0.5144,16.649,-29.08,-41.682
159,L,1,tripod,7.319,0.0,41.025,stable,2.7362,5.4724,armed,clear,0.00046,0.10837,0.20338,0.30936,0.40677,0.50607,0.60341,0.5806,0.6211,0.4082,0.6261,0.5002,16.238,-28.738,-41.331
159,R,1,tripod,6.273,0.0,39.167,stable,3.0119,6.0238,armed,clear,0.0091,0.10706,0.20125,0.30366,0.40608,0.50034,0.60949,0.6246,0.6853,0.6645,0.5519,0.4856,16.348,-28.818,-41.352
160,L,1,tripod,8.422,0.0,39.745,stable,2.5703,5.1406,armed,clear,0.00467,0.10244,0.20927,0.30931,0.40756,0.50901,0.60936,0.6326,0.5089,0.4071,0.6083,0.4134,16.252,-28.72,-40.876
160,R,1,tripod,9.634,0.0,39.465,stable,2.8525,5.705,armed,clear,0.0023,0.10481,0.20061,0.30998,0.40556,0.50911,0.60864,0.6467,0.4291,0.5541,0.5383,0.6843,16.469,-28.198,-41.155
161,L,1,tripod,9.273,0.0,40.183,stable,2.7765,5.553,armed,clear,0.00828,0.10309,0.20669,0.30374,0.40942,0.50482,0.60334,0.5857,0.5282,0.4873,0.5958,0.5795,15.597,-29.391,-40.526
161,R,1,tripod,9.255,0.0,42.387,stable,2.765,5.53,armed,clear,0.0053,0.10205,0.20925,0.30148,0.40312,0.50542,0.6053,0.4448,0.577,0.6181,0.4527,0.6724,16.052,-28.601,-40.832
162,L,1,tripod,7.209,0.0,40.643,stable,2.6463,5.2926,armed,clear,0.00377,0.10286,0.20253,0.30483,0.40134,0.50557,0.60968,0.5133,0.4531,0.4522,0.6984,0.5293,16.184,-28.98,-41.495
162,R,1,tripod,9.64,0.0,39.316,stable,2.7911,5.5822,armed,clear,0.00279,0.1077,0.20705,0.3095,0.40388,0.50441,0.60265,0.6898,0.4414,0.6,0.57,0.4899,16.429,-29.765,-40.461
163,L,1,tripod,8.573,0.0,39.785,stable,2.9685,5.937,armed,clear,0.0028,0.10868,0.20505,0.30258,0.40394,0.50054,0.60501,0.6647,0.6263,0.6159,0.4446,0.617,16.55,-28.047,-40.667
163,R,1,tripod,8.799,0.0,42.848,stable,2.6487,5.2974,armed,clear,0.0003,0.10619,0.20397,0.30699,0.40948,0.50623,0.60056,0.4912,0.5668,0.5427,0.4407,0.6073,15.275,-29.774,-40.563
164,L,1,tripod,6.123,0.0,42.255,stable,2.4765,4.953,armed,clear,0.00144,0.10886,0.20956,0.30079,0.40546,0.50041,0.60879,0.4691,0.4679,0.4543,0.4472,0.638,16.285,-29.413,-40.256
164,R,1,tripod,7.408,0.0,39.436,stable,2.7194,5.4388,armed,clear,0.00253,0.10918,0.20938,0.30584,0.4002,0.50657,0.60578,0.4532,0.4818,0.6182,0.6327,0.5335,15.237,-28.654,-40.747
165,L,1,tripod,6.582,0.0,42.898,stable,2.6302,5.2604,armed,clear,0.00588,0.10863,0.20063,0.30211,0.40821,0.50508,0.60627,0.4058,0.4921,0.5689,0.6449,0.5185,16.36,-29.103,-40.039
165,R,1,tripod,7.812,0.0,42.08,stable,3.0193,6.0386,armed,clear,0.00507,0.1045,0.20579,0.30823,0.40438,0.50422,0.60545,0.6841,0.5868,0.6627,0.536,0.5497,15.762,-29.888,-41.963
166,L,1,tripod,9.518,0.0,42.219,stable,2.8847,5.7694,armed,clear,0.00161,0.10826,0.20635,0.30603,0.40299,0.50106,0.60413,0.6455,0.5906,0.6269,0.4214,0.6003,15.91,-28.344,-40.219
166,R,1,tripod,9.697,0.0,39.004,stable,2.5033,5.0066,armed,clear,0.00455,0.10659,0.20504,0.30542,0.40873,0.50401,0.60065,0.5299,0.4039,0.4416,0.4303,0.6976,16.945,-28.106,-41.89
167,L,1,tripod,6.494,0.0,41.68,stable,3.03,6.06,armed,clear,0.00084,0.10249,0.20754,0.30718,0.40784,0.50318,0.60725,0.5158,0.5404,0.62,0.676,0.6778,16.797,-28.954,-41.758
167,R,1,tripod,7.986,0.0,42.518,stable,2.371,4.742,armed,clear,0.00933,0.10136,0.20174,0.30229,0.40033,0.50681,0.60553,0.4046,0.5072,0.5942,0.4059,0.4591,15.601,-28.872,-41.064
168,L,1,tripod,8.472,0.0,40.044,stable,2.4661,4.9322,armed,clear,0.00674,0.1098,0.20439,0.30649,0.40089,0.50076,0.60408,0.5474,0.4084,0.436,0.4648,0.6095,15.223,-29.736,-41.339
168,R,1,tripod,8.996,0.0,41.111,stable,2.9701,5.9402,armed,clear,0.00833,0.10653,0.20658,0.30329,0.40453,0.50356,0.60783,0.5452,0.6356,0.6212,0.5378,0.6303,15.281,-28.19,-40.399
169,L,1,tripod,7.912,0.0,41.6,stable,2.6873,5.3746,armed,clear,0.00721,0.10339,0.20789,0.30207,0.40666,0.50908,0.60862,0.5315,0.5449,0.5614,0.5249,0.5246,15.6,-28.723,-40.241
169,R,1,tripod,9.67,0.0,41.186,stable,2.785,5.57,armed,clear,0.00829,0.1014,0.20833,0.3043,0.40124,0.50177,0.60344,0.5206,0.59,0.6445,0.5337,0.4962,15.907,-28.136,-40.128
170,L,1,tripod,9.796,0.0,40.33,stable,2.587,5.174,armed,clear,0.00304,0.10648,0.20269,0.30613,0.40729,0.50664,0.60922,0.5493,0.695,0.5022,0.44,0.4005,15.498,-28.811,-41.514
170,R,1,tripod,8.63,0.0,38.379,stable,2.5548,5.1096,armed,clear,0.00959,0.10982,0.20334,0.30119,0.40651,0.5092,0.60541,0.4637,0.5554,0.4532,0.6721,0.4104,16.967,-28.134,-40.997
171,L,1,tripod,8.92,0.0,40.768,stable,2.878,5.756,armed,clear,0.00705,0.10259,0.2021,0.30598,0.40517,0.50872,0.60297,0.566,0.6543,0.5276,0.5383,0.5918,15.831,-29.668,-41.839
171,R,1,tripod,9.476,0.0,40.77,stable,2.8323,5.6646,armed,clear,0.00832,0.10109,0.20377,0.30777,0.40632,0.50705,0.60783,0.4659,0.4643,0.6138,0.6859,0.6024,15.796,-29.268,-40.547
172,L,1,tripod,7.635,0.0,42.165,stable,3.0084,6.0168,armed,clear,0.005,0.1023,0.20863,0.30395,0.40173,0.50338,0.60259,0.6442,0.5556,0.6004,0.6511,0.5571,15.441,-29.239,-41.539
172,R,1,tripod,7.328,0.0,38.96,stable,2.5227,5.0454,armed,clear,0.00142,0.10291,0.20496,0.3098,0.40736,0.50048,0.60777,0.4044,0.6765,0.4088,0.4645,0.5685,16.773,-28.083,-41.366
173,L,1,tripod,9.798,0.0,39.413,stable,2.5531,5.1062,armed,clear,0.00157,0.1002,0.20172,0.30858,0.4028,0.5022,0.60758,0.6088,0.441,0.4403,0.5357,0.5273,16.473,-29.849,-41.488
173,R,1,tripod,8.364,0.0,40.598,stable,2.3463,4.6926,armed,clear,0.00394,0.1035,0.20769,0.30395,0.40121,0.50869,0.60074,0.4818,0.4527,0.4718,0.4683,0.4717,15.372,-28.026,-41.812
174,L,1,tripod,6.089,0.0,39.817,stable,2.6708,5.3416,armed,clear,0.00702,0.10929,0.20803,0.30884,0.40404,0.50037,0.60486,0.5207,0.6521,0.4648,0.5768,0.4564,15.442,-28.259,-40.582
174,R,1,tripod,8.851,0.0,41.918,stable,3.0494,6.0988,armed,clear,0.00234,0.10581,0.20272,0.30538,0.40411,0.50368,0.60127,0.6615,0.6935,0.6923,0.4688,0.5333,16.654,-29.95,-40.269
175,L,1,tripod,8.946,0.0,40.553,stable,2.5947,5.1894,armed,clear,0.00873,0.10255,0.20166,0.30074,0.40185,0.50403,0.60391,0.5964,0.4676,0.4312,0.5118,0.5877,15.667,-28.546,-40.204
175,R,1,tripod,6.165,0.0,38.158,stable,3.0759,6.1518,armed,clear,0.00513,0.10714,0.20991,0.30908,0.40865,0.50537,0.60508,0.4827,0.6569,0.6237,0.671,0.6416,15.518,-29.906,-40.841
176,L,1,tripod,6.137,0.0,41.672,stable,2.9116,5.8232,armed,clear,0.00427,0.10494,0.20731,0.30704,0.40488,0.50278,0.60722,0.4196,0.446,0.6923,0.6768,0.6769,16.653,-28.381,-41.548
176,R,1,tripod,6.686,0.0,42.534,stable,2.9835,5.967,armed,clear,0.00128,0.10347,0.20373,0.30609,0.40597,0.5058,0.60783,0.678,0.6464,0.697,0.5293,0.4328,16.076,-29.918,-40.222
177,L,1,tripod,9.835,0.0,40.319,stable,2.9905,5.981,armed,clear,0.00773,0.10366,0.20271,0.30374,0.40657,0.50011,0.60108,0.6175,0.55,0.68,0.6823,0.4607,16.782,-29.486,-41.729
177,R,1,tripod,8.724,0.0,38.371,stable,2.4605,4.921,armed,clear,0.0069,0.10439,0.206,0.30595,0.40275,0.50265,0.6007,0.4266,0.4707,0.5465,0.4795,0.5372,15.649,-28.567,-41.747
178,L,1,tripod,6.153,0.0,42.775,stable,2.9272,5.8544,armed,clear,0.00902,0.10898,0.20887,0.30769,0.40603,0.50478,0.60779,0.6684,0.4948,0.6529,0.6016,0.5095,15.176,-28.102,-41.434
178,R,1,tripod,6.624,0.0,38.81,stable,3.1547,6.3094,armed,clear,0.00989,0.10366,0.20055,0.3072,0.40609,0.50113,0.60576,0.6994,0.6964,0.6206,0.4566,0.6817,15.931,-28.674,-41.914
179,L,1,tripod,8.036,0.0,40.984,stable,2.7585,5.517,armed,clear,0.00598,0.10372,0.20651,0.30861,0.40735,0.50787,0.60095,0.4692,0.6928,0.5003,0.6789,0.4173,15.701,-28.147,-41.87
179,R,1,tripod,8.779,0.0,39.468,stable,2.5519,5.1038,armed,clear,0.00893,0.10777,0.20023,0.30881,0.40803,0.50677,0.60498,0.508,0.6068,0.5242,0.4605,0.4524,16.174,-29.218,-40.448
180,L,1,tripod,9.873,0.0,39.297,stable,3.346,6.692,armed,clear,0.00525,0.10194,0.2075,0.30145,0.40916,0.50214,0.60351,0.6609,0.6662,0.6538,0.6938,0.6713,16.241,-29.199,-41.205
